order_id,date,seller_id,sku,region,currency,fx_rate_to_rub,vat_pct,price_gross,is_test,qty,is_promo
ORD0001176,28-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,261.1,0,2,0
ORD0000338,29-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,251.01,0,1,1
ORD0000339,30-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,173.48,0,15,1
ORD0000340,31-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,175.24,0,1,1
ORD0000341,01-08-25,S040,SKU0004,RU-MOW,RUB,1,0.2,194.3,0,5,0
ORD0000061,09-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,449.27,0,16,0
ORD0000342,25-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,471.73,0,19,1
ORD0000343,26-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,468.03,0,4,1
ORD0001715,26-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,491.43,0,3,1
ORD0001716,26-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,477.39,0,17,0
ORD0000344,27-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,327.62,0,17,1
ORD0000345,28-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,317.18,0,12,1
ORD0000346,29-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,507.49,0,14,1
ORD0001471,29-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,190.31,0,6,1
ORD0001472,29-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,412.33,0,3,1
ORD0000347,30-06-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,417.09,0,9,0
ORD0000348,01-07-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,364.83,0,5,1
ORD0000349,02-07-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,269.6,0,17,1
ORD0000350,03-07-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,264.24,0,14,1
ORD0000351,04-07-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,274.89,0,3,0
ORD0000352,05-07-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,268.47,0,1,1
ORD0001375,05-07-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,396.36,0,20,0
ORD0001376,05-07-25,S012,SKU0005,AU-SYD,AUD,59.9884,0.1,303.88,0,1,1
ORD0000030,05-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,436.49,0,3,1
ORD0000353,24-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,436.49,0,18,1
ORD0000354,25-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,240.07,0,10,1
ORD0000355,26-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,235.72,0,3,1
ORD0001185,26-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,168.05,0,8,0
ORD0001186,26-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,192.06,0,14,1
ORD0000356,27-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,282.86,0,18,1
ORD0000357,28-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,269.41,0,15,1
ORD0000358,29-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,212.15,0,2,0
ORD0000359,30-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,190.94,0,10,0
ORD0001669,30-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,318.23,0,2,1
ORD0001670,30-06-25,S012,SKU0005,BR-SP,BRL,15.91,0.12,169.72,0,17,0
ORD0000190,30-06-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,219.14,0,8,1
ORD0000360,22-07-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,241.05,0,1,1
ORD0001517,22-07-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,255.51,0,9,0
ORD0001518,22-07-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,255.51,0,11,0
ORD0000361,23-07-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,325.42,0,16,1
ORD0000362,24-07-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,308.54,0,7,1
ORD0000363,25-07-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,349.52,0,10,1
ORD0000364,26-07-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,289.26,0,3,0
ORD0000365,27-07-25,S024,SKU0006,AU-SYD,AUD,59.4336,0.1,216.95,0,18,1
ORD0000070,10-06-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,216.29,1,13,1
ORD0000075,12-06-25,S024,SKU0006,CN-SH,CNY,12.5879,0.13,242.24,0,7,1
ORD0000090,14-06-25,S024,SKU0006,CN-SH,CNY,12.6391,0.13,313.62,0,4,1
ORD0001483,14-06-25,S024,SKU0006,CN-SH,CNY,12.6391,0.13,313.62,0,13,1
ORD0001484,14-06-25,S024,SKU0006,CN-SH,CNY,12.6391,0.13,173.03,0,20,0
ORD0000366,10-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,297.94,0,1,1
ORD0000367,11-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,208.56,0,8,1
ORD0000368,12-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,200.44,0,14,1
ORD0000369,13-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,224.49,0,16,0
ORD0000370,14-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,256.56,0,14,1
ORD0000371,15-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,225.4,0,12,1
ORD0001381,15-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,218.64,0,19,0
ORD0001382,15-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,120.26,0,15,0
ORD0000372,16-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,256.56,0,2,0
ORD0001215,16-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,300.66,0,2,0
ORD0001216,16-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,230.51,0,19,1
ORD0000373,17-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,180.4,0,17,0
ORD0000374,18-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,179.76,0,20,1
ORD0000375,19-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,180.18,0,10,0
ORD0000376,20-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,183.97,0,6,0
ORD0000377,21-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,185.81,0,15,0
ORD0001787,21-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,185.81,0,11,1
ORD0001788,21-07-25,S024,SKU0006,CN-SH,CNY,12.6328,0.13,233.69,0,5,1
ORD0000059,08-06-25,S055,SKU0006,AU-SYD,AUD,60.0696,0.1,223.62,0,1,1
ORD0000086,13-06-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,250.45,0,8,0
ORD0000197,30-06-25,S055,SKU0006,AU-SYD,AUD,59.4336,0.1,201.65,0,12,0
ORD0000378,22-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,201.65,0,12,1
ORD0001235,22-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,201.65,0,5,1
ORD0001236,22-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,207.7,0,7,1
ORD0000379,23-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,292.39,0,4,0
ORD0001247,23-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,161.32,0,6,0
ORD0001248,23-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,298.24,0,13,1
ORD0000380,24-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,240.6,0,20,1
ORD0001153,24-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,231.9,0,15,0
ORD0001154,24-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,262.15,0,3,0
ORD0000381,25-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,225.85,0,8,1
ORD0000382,26-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,241.98,0,20,1
ORD0000383,27-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,218.34,0,16,1
ORD0001613,27-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,211.79,0,13,1
ORD0001614,27-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,231.9,0,18,1
ORD0000384,28-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,211.64,0,10,1
ORD0000385,29-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,210.9,0,19,0
ORD0001561,29-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,210.9,0,17,1
ORD0001562,29-07-25,S055,SKU0006,AU-SYD,AUD,60.0346,0.1,221.45,0,19,0
ORD0000080,12-06-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,240.34,0,5,1
ORD0000386,29-06-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,264.37,0,9,1
ORD0000387,30-06-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,259.45,0,12,1
ORD0001383,30-06-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,259.45,0,1,1
ORD0001384,30-06-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,272.42,0,1,0
ORD0000388,01-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,311.34,0,15,0
ORD0000389,02-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,415.12,0,2,1
ORD0001353,02-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,423.42,0,16,1
ORD0001354,02-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,181.61,0,8,0
ORD0000390,03-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,350.26,0,13,1
ORD0001755,03-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,350.26,0,1,1
ORD0001756,03-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,357.27,0,16,0
ORD0000391,04-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,376.2,0,7,1
ORD0000392,05-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,376.2,0,5,1
ORD0000393,06-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,332.1,0,3,1
ORD0000394,07-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,415.12,0,12,0
ORD0000395,08-07-25,S055,SKU0006,EU-DE,EUR,96.9926,0.19,348.7,0,16,1
ORD0000034,05-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,459.27,0,19,1
ORD0000396,21-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,505.2,0,5,0
ORD0000397,22-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,565.82,0,14,1
ORD0000398,23-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,429.42,0,5,0
ORD0000399,24-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,334.95,0,15,1
ORD0001145,24-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,257.65,0,17,0
ORD0001146,24-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,558.25,0,14,1
ORD0000400,25-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,340.86,0,20,1
ORD0000401,26-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,535.92,0,5,1
ORD0000402,27-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,485.68,0,12,1
ORD0000403,28-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,375.14,0,16,0
ORD0001757,28-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,363.89,0,16,0
ORD0001758,28-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,267.96,0,7,1
ORD0000404,29-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,353.43,0,4,1
ORD0000405,30-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,485.68,0,1,0
ORD0001213,30-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,234.46,0,5,0
ORD0001214,30-06-25,S034,SKU0007,BR-SP,BRL,15.91,0.12,234.46,0,10,1
ORD0000029,05-06-25,S010,SKU0008,TR-IST,TRY,2.9075,0.18,238.51,0,5,1
ORD0001849,05-06-25,S010,SKU0008,TR-IST,TRY,2.9075,0.18,252.82,0,4,1
ORD0001850,05-06-25,S010,SKU0008,TR-IST,TRY,2.9075,0.18,231.35,0,2,1
ORD0000087,14-06-25,S010,SKU0008,TR-IST,TRY,2.8978,0.18,222.58,0,20,1
ORD0000406,03-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,222.58,0,10,1
ORD0000407,04-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,189.19,0,19,1
ORD0000408,05-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,189.39,0,1,0
ORD0000409,06-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,274.33,0,5,1
ORD0001481,06-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,283.78,0,13,1
ORD0001482,06-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,283.78,0,4,1
ORD0000410,07-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,234.78,0,16,1
ORD0001371,07-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,234.78,0,16,1
ORD0001372,07-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,245.95,0,2,1
ORD0000411,08-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,242.16,0,17,1
ORD0000412,09-07-25,S010,SKU0008,TR-IST,TRY,2.90265,0.18,170.27,0,20,1
ORD0000152,25-06-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,66.47,0,12,1
ORD0001169,25-06-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,68.46,0,18,1
ORD0001170,25-06-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,66.47,0,3,0
ORD0000413,22-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,66.47,0,1,1
ORD0001717,22-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,66.47,0,1,0
ORD0001718,22-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,64.48,0,19,1
ORD0000414,23-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,96.38,0,11,1
ORD0001771,23-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,93.49,0,5,1
ORD0001772,23-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,53.18,0,12,1
ORD0000415,24-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,56.5,0,3,0
ORD0001867,24-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,59.33,0,1,0
ORD0001868,24-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,99.7,0,1,0
ORD0000416,25-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,44.07,0,8,1
ORD0000417,26-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,52.88,0,10,1
ORD0000418,27-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,39.66,0,11,1
ORD0000419,28-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,50.76,0,12,1
ORD0001747,28-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,51.56,0,13,1
ORD0001748,28-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,59.49,0,12,1
ORD0000420,29-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,45.18,0,14,1
ORD0000421,30-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,47.59,0,2,1
ORD0001455,30-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,45.61,0,19,0
ORD0001456,30-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,46.16,0,18,0
ORD0000422,31-07-25,S040,SKU0009,CN-SH,CNY,12.6113,0.13,42.27,0,3,0
ORD0000009,01-06-25,S040,SKU0009,EU-DE,EUR,97.7594,0.19,74.03,0,17,1
ORD0000163,26-06-25,S040,SKU0009,EU-DE,EUR,98.01,0.19,68.19,0,8,1
ORD0001785,26-06-25,S040,SKU0009,EU-DE,EUR,98.01,0.19,70.24,0,10,1
ORD0001786,26-06-25,S040,SKU0009,EU-DE,EUR,98.01,0.19,70.24,0,2,0
ORD0000423,18-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,64.78,0,19,1
ORD0001569,18-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,62.84,0,9,1
ORD0001570,18-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,64.78,0,7,0
ORD0000424,19-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,35.63,0,4,1
ORD0001689,19-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,51.82,0,18,1
ORD0001690,19-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,35.63,0,13,1
ORD0000425,20-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,42.76,0,11,1
ORD0000426,21-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,38.11,0,4,1
ORD0000427,22-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,37.9,0,4,1
ORD0000428,23-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,42.76,0,10,1
ORD0001523,23-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,43.62,0,5,1
ORD0001524,23-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,42.76,0,9,0
ORD0000429,24-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,42.76,0,3,1
ORD0001845,24-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,41.48,0,17,1
ORD0001846,24-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,44.9,0,3,1
ORD0000430,25-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,38.01,0,16,0
ORD0000431,26-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,37.84,0,4,1
ORD0000432,27-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,20.81,0,18,1
ORD0000433,28-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,30.17,0,17,0
ORD0001125,28-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,29.26,0,7,0
ORD0001126,28-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,12.49,0,5,1
ORD0000434,29-07-25,S040,SKU0009,EU-DE,EUR,97.8847,0.19,33.3,0,12,0
ORD0000026,04-06-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,67.08,0,17,1
ORD0000060,08-06-25,S055,SKU0009,AU-SYD,AUD,60.0696,0.1,75.13,0,13,1
ORD0001249,08-06-25,S055,SKU0009,AU-SYD,AUD,60.0696,0.1,78.89,0,3,1
ORD0001250,08-06-25,S055,SKU0009,AU-SYD,AUD,60.0696,0.1,75.13,0,9,1
ORD0000145,23-06-25,S055,SKU0009,AU-SYD,AUD,59.8816,0.1,58.62,0,17,0
ORD0000435,12-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,58.62,0,17,1
ORD0001329,12-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,56.86,0,20,1
ORD0001330,12-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,56.86,0,16,0
ORD0000436,13-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,65.65,0,13,0
ORD0000437,14-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,61.96,0,19,1
ORD0001311,14-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,46.9,0,17,1
ORD0001312,14-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,65.06,0,4,1
ORD0000438,15-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,36.34,0,12,0
ORD0000439,16-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,32.71,0,9,1
ORD0000440,17-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,33.11,0,19,0
ORD0001319,17-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,37.62,0,12,1
ORD0001320,17-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,32.12,0,9,1
ORD0000441,18-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,27.8,0,7,1
ORD0001841,18-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,42.52,0,14,1
ORD0001842,18-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,26.17,0,20,1
ORD0000442,19-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,27.4,0,19,0
ORD0000443,20-07-25,S055,SKU0009,AU-SYD,AUD,59.9344,0.1,27.27,0,15,1
ORD0000117,18-06-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,69.72,0,16,1
ORD0000444,11-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,73.21,0,5,0
ORD0000445,12-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,71.22,0,3,1
ORD0001541,12-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,58.57,0,12,0
ORD0001542,12-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,71.22,0,20,1
ORD0000446,13-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,60.54,0,4,1
ORD0000447,14-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,42.38,0,16,1
ORD0000448,15-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,42.51,0,7,1
ORD0001553,15-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,25.43,0,13,0
ORD0001554,15-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,63.57,0,10,1
ORD0000449,16-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,29.67,0,7,1
ORD0001511,16-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,63.57,0,14,1
ORD0001512,16-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,28.78,0,5,1
ORD0000450,17-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,35.6,0,3,0
ORD0000451,18-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,16.32,0,11,1
ORD0001159,18-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,20.77,0,11,1
ORD0001160,18-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,38.57,0,18,0
ORD0000452,19-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,8.98,0,15,1
ORD0000453,20-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,6.29,0,12,0
ORD0001627,20-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,6.6,0,9,1
ORD0001628,20-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,6.1,0,10,1
ORD0000454,21-07-25,S055,SKU0009,TR-IST,TRY,2.9079,0.18,6.36,0,12,1
ORD0000033,05-06-25,S024,SKU0010,EU-DE,EUR,97.2553,0.19,594.65,0,17,0
ORD0001229,05-06-25,S024,SKU0010,EU-DE,EUR,97.2553,0.19,576.81,0,6,0
ORD0001230,05-06-25,S024,SKU0010,EU-DE,EUR,97.2553,0.19,612.49,0,7,1
ORD0000071,10-06-25,S024,SKU0010,EU-DE,EUR,98.3947,0.19,666.01,0,14,1
ORD0000455,01-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,699.31,0,13,1
ORD0001497,01-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,678.33,0,8,1
ORD0001498,01-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,720.29,0,10,1
ORD0000456,02-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,895.12,0,9,0
ORD0001539,02-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,909.1,0,18,1
ORD0001540,02-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,489.52,0,2,1
ORD0000457,03-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,839.17,0,5,1
ORD0000458,04-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,775.87,0,5,1
ORD0000459,05-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,715.25,0,6,1
ORD0000460,06-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,723.82,0,19,1
ORD0000461,07-07-25,S024,SKU0010,EU-DE,EUR,97.825,0.19,714.89,0,8,0
ORD0000129,22-06-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,119.49,0,16,1
ORD0001763,22-06-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,115.91,0,13,1
ORD0001764,22-06-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,115.91,0,1,1
ORD0000462,19-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,113.52,0,20,0
ORD0001299,19-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,113.52,0,17,0
ORD0001300,19-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,120.33,0,7,1
ORD0000463,20-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,102.17,0,13,0
ORD0001719,20-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,147.58,0,4,1
ORD0001720,20-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,130.55,0,4,1
ORD0000464,21-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,99.12,0,6,1
ORD0001673,21-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,81.74,0,19,1
ORD0001674,21-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,132.82,0,12,1
ORD0000465,22-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,143.72,0,7,0
ORD0001619,22-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,139.41,0,10,0
ORD0001620,22-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,113.99,0,19,1
ORD0000466,23-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,120.52,0,7,1
ORD0001821,23-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,113.99,0,3,1
ORD0001822,23-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,128.86,0,13,1
ORD0000467,24-07-25,S018,SKU0011,AU-SYD,AUD,60.0985,0.1,113.66,0,13,1
ORD0000130,22-06-25,S018,SKU0012,TR-IST,TRY,2.8861,0.18,177.66,0,18,1
ORD0001751,22-06-25,S018,SKU0012,TR-IST,TRY,2.8861,0.18,177.66,0,20,1
ORD0001752,22-06-25,S018,SKU0012,TR-IST,TRY,2.8861,0.18,172.33,0,8,0
ORD0000170,27-06-25,S018,SKU0012,TR-IST,TRY,2.9138,0.18,198.98,0,9,1
ORD0000468,22-07-25,S018,SKU0012,TR-IST,TRY,2.89995,0.18,198.98,0,7,1
ORD0001833,22-07-25,S018,SKU0012,TR-IST,TRY,2.89995,0.18,210.92,0,1,0
ORD0001834,22-07-25,S018,SKU0012,TR-IST,TRY,2.89995,0.18,210.92,0,3,1
ORD0000469,23-07-25,S018,SKU0012,TR-IST,TRY,2.89995,0.18,268.62,0,13,1
